시행 : 0 S | 0 B
57467번째 시행 : 0 S | 0 B
57468번째 시행 : 0 S | 0 B
57469번째 시행 : 0 S | 2 B
57470번째 시행 : 0 S | 1 B
57471번째 시행 : 1 S | 1 B
57472번째 시행 : 0 S | 2 B
57473번째 시행 : 2 S | 0 B
57474번째 시행 : 0 S | 0 B
57475번째 시행 : 0 S | 1 B
57476번째 시행 : 0 S | 1 B
57477번째 시행 : 0 S | 1 B
57478번째 시행 : 0 S | 1 B
57479번째 시행 : 0 S | 1 B
57480번째 시행 : 0 S | 1 B
57481번째 시행 : 1 S | 0 B
57482번째 시행 : 0 S | 1 B
57483번째 시행 : 0 S | 0 B
57484번째 시행 : 1 S | 0 B
57485번째 시행 : 0 S | 2 B
57486번째 시행 : 0 S | 1 B
57487번째 시행 : 0 S | 1 B
57488번째 시행 : 0 S | 1 B
57489번째 시행 : 0 S | 0 B
57490번째 시행 : 0 S | 1 B
57491번째 시행 : 2 S | 0 B
57492번째 시행 : 0 S | 0 B
57493번째 시행 : 0 S | 1 B
57494번째 시행 : 0 S | 1 B
57495번째 시행 : 1 S | 2 B
57496번째 시행 : 0 S | 0 B
57497번째 시행 : 1 S | 0 B
57498번째 시행 : 0 S | 1 B
57499번째 시행 : 1 S | 0 B
57500번째 시행 : 0 S | 1 B
57501번째 시행 : 0 S | 1 B
57502번째 시행 : 0 S | 1 B
57503번째 시행 : 0 S | 1 B
57504번째 시행 : 0 S | 2 B
57505번째 시행 : 0 S | 2 B
57506번째 시행 : 0 S | 1 B
57507번째 시행 : 0 S | 0 B
57508번째 시행 : 2 S | 0 B
57509번째 시행 : 0 S | 0 B
57510번째 시행 : 1 S | 0 B
57511번째 시행 : 0 S | 1 B
57512번째 시행 : 0 S | 0 B
57513번째 시행 : 1 S | 1 B
57514번째 시행 : 1 S | 2 B
57515번째 시행 : 0 S | 0 B
57516번째 시행 : 1 S | 0 B
57517번째 시행 : 0 S | 0 B
57518번째 시행 : 0 S | 1 B
57519번째 시행 : 0 S | 1 B
57520번째 시행 : 1 S | 1 B
57521번째 시행 : 1 S | 0 B
57522번째 시행 : 1 S | 0 B
57523번째 시행 : 0 S | 1 B
57524번째 시행 : 2 S | 0 B
57525번째 시행 : 0 S | 1 B
57526번째 시행 : 0 S | 0 B
57527번째 시행 : 0 S | 1 B
57528번째 시행 : 0 S | 1 B
57529번째 시행 : 0 S | 1 B
57530번째 시행 : 0 S | 1 B
57531번째 시행 : 0 S | 2 B
57532번째 시행 : 1 S | 1 B
57533번째 시행 : 0 S | 1 B
57534번째 시행 : 1 S | 0 B
57535번째 시행 : 1 S | 1 B
57536번째 시행 : 2 S | 0 B
57537번째 시행 : 1 S | 0 B
57538번째 시행 : 0 S | 0 B
57539번째 시행 : 0 S | 0 B
57540번째 시행 : 1 S | 1 B
57541번째 시행 : 0 S | 0 B
57542번째 시행 : 0 S | 0 B
57543번째 시행 : 0 S | 0 B
57544번째 시행 : 1 S | 1 B
57545번째 시행 : 0 S | 2 B
57546번째 시행 : 1 S | 0 B
57547번째 시행 : 0 S | 0 B
57548번째 시행 : 0 S | 1 B
57549번째 시행 : 0 S | 1 B
57550번째 시행 : 1 S | 1 B
57551번째 시행 : 1 S | 0 B
57552번째 시행 : 1 S | 1 B
57553번째 시행 : 1 S | 0 B
57554번째 시행 : 0 S | 0 B
57555번째 시행 : 1 S | 0 B
57556번째 시행 : 1 S | 0 B
57557번째 시행 : 0 S | 1 B
57558번째 시행 : 0 S | 1 B
57559번째 시행 : 0 S | 1 B
57560번째 시행 : 0 S | 0 B
57561번째 시행 : 0 S | 1 B
57562번째 시행 : 2 S | 0 B
57563번째 시행 : 0 S | 0 B
57564번째 시행 : 1 S | 0 B
57565번째 시행 : 0 S | 0 B
57566번째 시행 : 0 S | 1 B
57567번째 시행 : 0 S | 0 B
57568번째 시행 : 0 S | 2 B
57569번째 시행 : 0 S | 1 B
57570번째 시행 : 0 S | 0 B
57571번째 시행 : 0 S | 1 B
57572번째 시행 : 0 S | 2 B
57573번째 시행 : 0 S | 0 B
57574번째 시행 : 0 S | 2 B
57575번째 시행 : 0 S | 0 B
57576번째 시행 : 0 S | 2 B
57577번째 시행 : 1 S | 1 B
57578번째 시행 : 0 S | 2 B
57579번째 시행 : 1 S | 0 B
57580번째 시행 : 0 S | 1 B
57581번째 시행 : 0 S | 0 B
57582번째 시행 : 0 S | 0 B
57583번째 시행 : 0 S | 1 B
57584번째 시행 : 0 S | 0 B
57585번째 시행 : 1 S | 1 B
57586번째 시행 : 0 S | 1 B
57587번째 시행 : 0 S | 1 B
57588번째 시행 : 0 S | 2 B
57589번째 시행 : 0 S | 1 B
57590번째 시행 : 0 S | 2 B
57591번째 시행 : 0 S | 2 B
57592번째 시행 : 0 S | 0 B
57593번째 시행 : 0 S | 1 B
57594번째 시행 : 1 S | 0 B
57595번째 시행 : 0 S | 1 B
57596번째 시행 : 1 S | 1 B
57597번째 시행 : 0 S | 1 B
57598번째 시행 : 0 S | 1 B
57599번째 시행 : 2 S | 0 B
57600번째 시행 : 1 S | 1 B
57601번째 시행 : 1 S | 0 B
57602번째 시행 : 0 S | 1 B
57603번째 시행 : 1 S | 1 B
57604번째 시행 : 0 S | 2 B
57605번째 시행 : 0 S | 0 B
57606번째 시행 : 0 S | 0 B
57607번째 시행 : 1 S | 1 B
57608번째 시행 : 0 S | 1 B
57609번째 시행 : 0 S | 1 B
57610번째 시행 : 0 S | 1 B
57611번째 시행 : 0 S | 0 B
57612번째 시행 : 2 S | 0 B
57613번째 시행 : 1 S | 1 B
57614번째 시행 : 0 S | 0 B
57615번째 시행 : 0 S | 2 B
57616번째 시행 : 0 S | 1 B
57617번째 시행 : 1 S | 0 B
57618번째 시행 : 0 S | 1 B
57619번째 시행 : 1 S | 1 B
57620번째 시행 : 1 S | 1 B
57621번째 시행 : 0 S | 1 B
57622번째 시행 : 1 S | 0 B
57623번째 시행 : 1 S | 1 B
57624번째 시행 : 1 S | 0 B
57625번째 시행 : 0 S | 1 B
57626번째 시행 : 0 S | 2 B
57627번째 시행 : 1 S | 0 B
57628번째 시행 : 0 S | 0 B
57629번째 시행 : 0 S | 0 B
57630번째 시행 : 0 S | 1 B
57631번째 시행 : 0 S | 0 B
57632번째 시행 : 0 S | 1 B
57633번째 시행 : 0 S | 1 B
57634번째 시행 : 1 S | 0 B
57635번째 시행 : 0 S | 1 B
57636번째 시행 : 1 S | 1 B
57637번째 시행 : 0 S | 1 B
57638번째 시행 : 0 S | 0 B
57639번째 시행 : 1 S | 1 B
57640번째 시행 : 0 S | 0 B
57641번째 시행 : 0 S | 1 B
57642번째 시행 : 0 S | 0 B
57643번째 시행 : 0 S | 1 B
57644번째 시행 : 0 S | 1 B
57645번째 시행 : 0 S | 0 B
57646번째 시행 : 0 S | 2 B
57647번째 시행 : 0 S | 0 B
57648번째 시행 : 0 S | 1 B
57649번째 시행 : 2 S | 0 B
57650번째 시행 : 0 S | 1 B
57651번째 시행 : 0 S | 1 B
57652번째 시행 : 1 S | 0 B
57653번째 시행 : 0 S | 1 B
57654번째 시행 : 0 S | 2 B
57655번째 시행 : 0 S | 0 B
57656번째 시행 : 0 S | 1 B
57657번째 시행 : 1 S | 0 B
57658번째 시행 : 0 S | 0 B
57659번째 시행 : 0 S | 0 B
57660번째 시행 : 0 S | 1 B
57661번째 시행 : 2 S | 0 B
57662번째 시행 : 2 S | 0 B
57663번째 시행 : 0 S | 0 B
57664번째 시행 : 0 S | 0 B
57665번째 시행 : 0 S | 0 B
57666번째 시행 : 0 S | 1 B
57667번째 시행 : 0 S | 2 B
57668번째 시행 : 0 S | 2 B
57669번째 시행 : 0 S | 2 B
57670번째 시행 : 0 S | 1 B
57671번째 시행 : 1 S | 0 B
57672번째 시행 : 0 S | 1 B
57673번째 시행 : 0 S | 1 B
57674번째 시행 : 1 S | 0 B
57675번째 시행 : 1 S | 1 B
57676번째 시행 : 0 S | 0 B
57677번째 시행 : 1 S | 1 B
57678번째 시행 : 1 S | 1 B
57679번째 시행 : 0 S | 1 B
57680번째 시행 : 0 S | 0 B
57681번째 시행 : 0 S | 0 B
57682번째 시행 : 0 S | 0 B
57683번째 시행 : 1 S | 0 B
57684번째 시행 : 0 S | 0 B
57685번째 시행 : 0 S | 0 B
57686번째 시행 : 1 S | 0 B
57687번째 시행 : 1 S | 0 B
57688번째 시행 : 0 S | 1 B
57689번째 시행 : 0 S | 0 B
57690번째 시행 : 2 S | 0 B
57691번째 시행 : 0 S | 1 B
57692번째 시행 : 1 S | 0 B
57693번째 시행 : 0 S | 0 B
57694번째 시행 : 1 S | 0 B
57695번째 시행 : 1 S | 1 B
57696번째 시행 : 0 S | 1 B
57697번째 시행 : 0 S | 0 B
57698번째 시행 : 1 S | 0 B
57699번째 시행 : 0 S | 2 B
57700번째 시행 : 0 S | 0 B
57701번째 시행 : 0 S | 2 B
57702번째 시행 : 0 S | 0 B
57703번째 시행 : 1 S | 0 B
57704번째 시행 : 0 S | 1 B
57705번째 시행 : 0 S | 0 B
57706번째 시행 : 0 S | 1 B
57707번째 시행 : 0 S | 1 B
57708번째 시행 : 2 S | 0 B
57709번째 시행 : 0 S | 0 B
57710번째 시행 : 0 S | 0 B
57711번째 시행 : 0 S | 1 B
57712번째 시행 : 1 S | 0 B
57713번째 시행 : 0 S | 2 B
57714번째 시행 : 0 S | 0 B
57715번째 시행 : 0 S | 1 B
57716번째 시행 : 0 S | 1 B
57717번째 시행 : 0 S | 1 B
57718번째 시행 : 0 S | 0 B
57719번째 시행 : 0 S | 0 B
57720번째 시행 : 0 S | 1 B
57721번째 시행 : 0 S | 1 B
57722번째 시행 : 0 S | 1 B
57723번째 시행 : 0 S | 1 B
57724번째 시행 : 1 S | 0 B
57725번째 시행 : 0 S | 1 B
57726번째 시행 : 0 S | 1 B
57727번째 시행 : 1 S | 0 B
57728번째 시행 : 0 S | 1 B
57729번째 시행 : 1 S | 1 B
57730번째 시행 : 0 S | 1 B
57731번째 시행 : 0 S | 2 B
57732번째 시행 : 0 S | 1 B
57733번째 시행 : 1 S | 0 B
57734번째 시행 : 1 S | 1 B
57735번째 시행 : 1 S | 1 B
57736번째 시행 : 0 S | 0 B
57737번째 시행 : 0 S | 0 B
57738번째 시행 : 0 S | 2 B
57739번째 시행 : 0 S | 0 B
57740번째 시행 : 0 S | 0 B
57741번째 시행 : 0 S | 1 B
57742번째 시행 : 0 S | 2 B
57743번째 시행 : 1 S | 0 B
57744번째 시행 : 1 S | 0 B
57745번째 시행 : 0 S | 0 B
57746번째 시행 : 0 S | 1 B
57747번째 시행 : 0 S | 0 B
57748번째 시행 : 0 S | 1 B
57749번째 시행 : 0 S | 1 B
57750번째 시행 : 0 S | 0 B
57751번째 시행 : 2 S | 0 B
57752번째 시행 : 0 S | 0 B
57753번째 시행 : 0 S | 2 B
57754번째 시행 : 0 S | 0 B
57755번째 시행 : 0 S | 1 B
57756번째 시행 : 0 S | 1 B
57757번째 시행 : 0 S | 0 B
57758번째 시행 : 0 S | 0 B
57759번째 시행 : 0 S | 0 B
57760번째 시행 : 0 S | 1 B
57761번째 시행 : 1 S | 1 B
57762번째 시행 : 1 S | 1 B
57763번째 시행 : 0 S | 2 B
57764번째 시행 : 0 S | 1 B
57765번째 시행 : 0 S | 1 B
57766번째 시행 : 0 S | 0 B
57767번째 시행 : 1 S | 0 B
57768번째 시행 : 0 S | 0 B
57769번째 시행 : 0 S | 0 B
57770번째 시행 : 0 S | 0 B
57771번째 시행 : 0 S | 1 B
57772번째 시행 : 0 S | 0 B
57773번째 시행 : 0 S | 1 B
57774번째 시행 : 0 S | 1 B
57775번째 시행 : 0 S | 0 B
57776번째 시행 : 0 S | 1 B
57777번째 시행 : 0 S | 1 B
57778번째 시행 : 0 S | 0 B
57779번째 시행 : 0 S | 1 B
57780번째 시행 : 0 S | 1 B
57781번째 시행 : 2 S | 0 B
57782번째 시행 : 0 S | 1 B
57783번째 시행 : 0 S | 0 B
57784번째 시행 : 0 S | 1 B
57785번째 시행 : 0 S | 1 B
57786번째 시행 : 0 S | 2 B
57787번째 시행 : 0 S | 0 B
57788번째 시행 : 2 S | 0 B
57789번째 시행 : 0 S | 1 B
57790번째 시행 : 0 S | 1 B
57791번째 시행 : 0 S | 2 B
57792번째 시행 : 1 S | 0 B
57793번째 시행 : 0 S | 1 B
57794번째 시행 : 0 S | 2 B
57795번째 시행 : 1 S | 0 B
57796번째 시행 : 1 S | 0 B
57797번째 시행 : 1 S | 1 B
57798번째 시행 : 0 S | 0 B
57799번째 시행 : 0 S | 1 B
57800번째 시행 : 0 S | 1 B
57801번째 시행 : 0 S | 0 B
57802번째 시행 : 0 S | 0 B
57803번째 시행 : 1 S | 1 B
57804번째 시행 : 0 S | 2 B
57805번째 시행 : 0 S | 2 B
57806번째 시행 : 0 S | 0 B
57807번째 시행 : 0 S | 2 B
57808번째 시행 : 1 S | 1 B
57809번째 시행 : 1 S | 0 B
57810번째 시행 : 0 S | 1 B
57811번째 시행 : 0 S | 1 B
57812번째 시행 : 0 S | 2 B
57813번째 시행 : 0 S | 1 B
57814번째 시행 : 0 S | 1 B
57815번째 시행 : 0 S | 1 B
57816번째 시행 : 0 S | 1 B
57817번째 시행 : 0 S | 1 B
57818번째 시행 : 0 S | 0 B
57819번째 시행 : 1 S | 0 B
57820번째 시행 : 1 S | 1 B
57821번째 시행 : 0 S | 1 B
57822번째 시행 : 1 S | 0 B
57823번째 시행 : 0 S | 1 B
57824번째 시행 : 2 S | 0 B
57825번째 시행 : 0 S | 0 B
57826번째 시행 : 0 S | 1 B
57827번째 시행 : 1 S | 1 B
57828번째 시행 : 0 S | 0 B
57829번째 시행 : 0 S | 0 B
57830번째 시행 : 0 S | 0 B
57831번째 시행 : 0 S | 1 B
57832번째 시행 : 1 S | 0 B
57833번째 시행 : 0 S | 1 B
57834번째 시행 : 2 S | 0 B
57835번째 시행 : 0 S | 0 B
57836번째 시행 : 0 S | 0 B
57837번째 시행 : 1 S | 1 B
57838번째 시행 : 0 S | 1 B
57839번째 시행 : 1 S | 1 B
57840번째 시행 : 0 S | 1 B
57841번째 시행 : 0 S | 1 B
57842번째 시행 : 1 S | 0 B
57843번째 시행 : 0 S | 1 B
57844번째 시행 : 0 S | 0 B
57845번째 시행 : 2 S | 0 B
57846번째 시행 : 0 S | 1 B
57847번째 시행 : 1 S | 1 B
57848번째 시행 : 0 S | 1 B
57849번째 시행 : 0 S | 1 B
57850번째 시행 : 0 S | 0 B
57851번째 시행 : 0 S | 1 B
57852번째 시행 : 0 S | 0 B
57853번째 시행 : 0 S | 0 B
57854번째 시행 : 0 S | 2 B
57855번째 시행 : 0 S | 0 B
57856번째 시행 : 1 S | 0 B
57857번째 시행 : 0 S | 1 B
57858번째 시행 : 1 S | 1 B
57859번째 시행 : 0 S | 1 B
57860번째 시행 : 0 S | 2 B
57861번째 시행 : 0 S | 1 B
57862번째 시행 : 0 S | 1 B
57863번째 시행 : 0 S | 1 B
57864번째 시행 : 0 S | 2 B
57865번째 시행 : 0 S | 0 B
57866번째 시행 : 1 S | 0 B
57867번째 시행 : 1 S | 0 B
57868번째 시행 : 0 S | 1 B
57869번째 시행 : 0 S | 1 B
57870번째 시행 : 0 S | 0 B
57871번째 시행 : 1 S | 1 B
57872번째 시행 : 0 S | 0 B
57873번째 시행 : 0 S | 1 B
57874번째 시행 : 1 S | 1 B
57875번째 시행 : 1 S | 0 B
57876번째 시행 : 0 S | 1 B
57877번째 시행 : 1 S | 1 B
57878번째 시행 : 0 S | 0 B
57879번째 시행 : 0 S | 1 B
57880번째 시행 : 0 S | 0 B
57881번째 시행 : 0 S | 0 B
57882번째 시행 : 1 S | 0 B
57883번째 시행 : 0 S | 1 B
57884번째 시행 : 1 S | 1 B
57885번째 시행 : 1 S | 0 B
57886번째 시행 : 0 S | 0 B
57887번째 시행 : 0 S | 0 B
57888번째 시행 : 1 S | 2 B
57889번째 시행 : 0 S | 2 B
57890번째 시행 : 1 S | 1 B
57891번째 시행 : 1 S | 0 B
57892번째 시행 : 0 S | 0 B
57893번째 시행 : 1 S | 0 B
57894번째 시행 : 0 S | 0 B
57895번째 시행 : 0 S | 1 B
57896번째 시행 : 0 S | 1 B
57897번째 시행 : 2 S | 0 B
57898번째 시행 : 0 S | 1 B
57899번째 시행 : 0 S | 2 B
57900번째 시행 : 0 S | 0 B
57901번째 시행 : 0 S | 1 B
57902번째 시행 : 1 S | 1 B
57903번째 시행 : 0 S | 1 B
57904번째 시행 : 0 S | 0 B
57905번째 시행 : 0 S | 1 B
57906번째 시행 : 0 S | 1 B
57907번째 시행 : 0 S | 1 B
57908번째 시행 : 2 S | 0 B
57909번째 시행 : 1 S | 1 B
57910번째 시행 : 0 S | 1 B
57911번째 시행 : 1 S | 1 B
57912번째 시행 : 1 S | 2 B
57913번째 시행 : 0 S | 2 B
57914번째 시행 : 1 S | 0 B
57915번째 시행 : 0 S | 0 B
57916번째 시행 : 0 S | 0 B
57917번째 시행 : 1 S | 2 B
57918번째 시행 : 0 S | 0 B
57919번째 시행 : 1 S | 1 B
57920번째 시행 : 1 S | 0 B
57921번째 시행 : 1 S | 0 B
57922번째 시행 : 0 S | 0 B
57923번째 시행 : 0 S | 0 B
57924번째 시행 : 0 S | 1 B
57925번째 시행 : 1 S | 1 B
57926번째 시행 : 0 S | 1 B
57927번째 시행 : 0 S | 0 B
57928번째 시행 : 1 S | 0 B
57929번째 시행 : 0 S | 1 B
57930번째 시행 : 0 S | 2 B
57931번째 시행 : 0 S | 0 B
57932번째 시행 : 0 S | 0 B
57933번째 시행 : 0 S | 0 B
57934번째 시행 : 0 S | 0 B
57935번째 시행 : 0 S | 0 B
57936번째 시행 : 1 S | 0 B
57937번째 시행 : 0 S | 0 B
57938번째 시행 : 0 S | 2 B
57939번째 시행 : 0 S | 0 B
57940번째 시행 : 0 S | 1 B
57941번째 시행 : 0 S | 0 B
57942번째 시행 : 0 S | 0 B
57943번째 시행 : 1 S | 1 B
57944번째 시행 : 1 S | 0 B
57945번째 시행 : 0 S | 0 B
57946번째 시행 : 0 S | 0 B
57947번째 시행 : 0 S | 2 B
57948번째 시행 : 0 S | 1 B
57949번째 시행 : 1 S | 0 B
57950번째 시행 : 1 S | 0 B
57951번째 시행 : 1 S | 0 B
57952번째 시행 : 0 S | 1 B
57953번째 시행 : 0 S | 2 B
57954번째 시행 : 0 S | 1 B
57955번째 시행 : 0 S | 1 B
57956번째 시행 : 0 S | 0 B
57957번째 시행 : 1 S | 0 B
57958번째 시행 : 0 S | 1 B
57959번째 시행 : 0 S | 1 B
57960번째 시행 : 0 S | 0 B
57961번째 시행 : 0 S | 2 B
57962번째 시행 : 0 S | 1 B
57963번째 시행 : 0 S | 1 B
57964번째 시행 : 1 S | 0 B
57965번째 시행 : 0 S | 0 B
57966번째 시행 : 0 S | 1 B
57967번째 시행 : 0 S | 1 B
57968번째 시행 : 0 S | 1 B
57969번째 시행 : 1 S | 0 B
57970번째 시행 : 1 S | 2 B
57971번째 시행 : 0 S | 2 B
57972번째 시행 : 0 S | 1 B
57973번째 시행 : 1 S | 0 B
57974번째 시행 : 1 S | 0 B
57975번째 시행 : 0 S | 1 B
57976번째 시행 : 0 S | 1 B
57977번째 시행 : 0 S | 1 B
57978번째 시행 : 1 S | 0 B
57979번째 시행 : 0 S | 1 B
57980번째 시행 : 0 S | 0 B
57981번째 시행 : 0 S | 1 B
57982번째 시행 : 0 S | 0 B
57983번째 시행 : 0 S | 1 B
57984번째 시행 : 0 S | 2 B
57985번째 시행 : 0 S | 1 B
57986번째 시행 : 0 S | 1 B
57987번째 시행 : 0 S | 1 B
57988번째 시행 : 0 S | 0 B
57989번째 시행 : 1 S | 0 B
57990번째 시행 : 0 S | 2 B
57991번째 시행 : 0 S | 1 B
57992번째 시행 : 0 S | 2 B
57993번째 시행 : 1 S | 0 B
57994번째 시행 : 0 S | 0 B
57995번째 시행 : 0 S | 0 B
57996번째 시행 : 0 S | 1 B
57997번째 시행 : 0 S | 0 B
57998번째 시행 : 0 S | 0 B
57999번째 시행 : 0 S | 1 B
58000번째 시행 : 0 S | 0 B
58001번째 시행 : 0 S | 3 B
58002번째 시행 : 0 S | 1 B
58003번째 시행 : 0 S | 0 B
58004번째 시행 : 1 S | 0 B
58005번째 시행 : 0 S | 1 B
58006번째 시행 : 0 S | 1 B
58007번째 시행 : 1 S | 0 B
58008번째 시행 : 0 S | 0 B
58009번째 시행 : 0 S | 2 B
58010번째 시행 : 0 S | 2 B
58011번째 시행 : 0 S | 0 B
58012번째 시행 : 0 S | 0 B
58013번째 시행 : 1 S | 0 B
58014번째 시행 : 1 S | 0 B
58015번째 시행 : 0 S | 0 B
58016번째 시행 : 1 S | 2 B
58017번째 시행 : 1 S | 0 B
58018번째 시행 : 0 S | 2 B
58019번째 시행 : 0 S | 0 B
58020번째 시행 : 0 S | 0 B
58021번째 시행 : 1 S | 0 B
58022번째 시행 : 0 S | 0 B
58023번째 시행 : 0 S | 1 B
58024번째 시행 : 0 S | 1 B
58025번째 시행 : 1 S | 0 B
58026번째 시행 : 0 S | 0 B
58027번째 시행 : 0 S | 1 B
58028번째 시행 : 0 S | 0 B
58029번째 시행 : 0 S | 0 B
58030번째 시행 : 1 S | 1 B
58031번째 시행 : 0 S | 1 B
58032번째 시행 : 1 S | 1 B
58033번째 시행 : 1 S | 0 B
58034번째 시행 : 1 S | 1 B
58035번째 시행 : 0 S | 0 B
58036번째 시행 : 2 S | 0 B
58037번째 시행 : 0 S | 1 B
58038번째 시행 : 0 S | 1 B
58039번째 시행 : 0 S | 2 B
58040번째 시행 : 0 S | 1 B
58041번째 시행 : 0 S | 1 B
58042번째 시행 : 1 S | 1 B
58043번째 시행 : 0 S | 1 B
58044번째 시행 : 0 S | 1 B
58045번째 시행 : 0 S | 0 B
58046번째 시행 : 0 S | 0 B
58047번째 시행 : 0 S | 1 B
58048번째 시행 : 0 S | 0 B
58049번째 시행 : 0 S | 1 B
58050번째 시행 : 1 S | 1 B
58051번째 시행 : 1 S | 0 B
58052번째 시행 : 0 S | 0 B
58053번째 시행 : 1 S | 0 B
58054번째 시행 : 0 S | 0 B
58055번째 시행 : 1 S | 1 B
58056번째 시행 : 0 S | 1 B
58057번째 시행 : 0 S | 1 B
58058번째 시행 : 0 S | 1 B
58059번째 시행 : 0 S | 2 B
58060번째 시행 : 0 S | 0 B
58061번째 시행 : 0 S | 0 B
58062번째 시행 : 1 S | 0 B
58063번째 시행 : 0 S | 2 B
58064번째 시행 : 1 S | 1 B
58065번째 시행 : 0 S | 1 B
58066번째 시행 : 0 S | 0 B
58067번째 시행 : 0 S | 0 B
58068번째 시행 : 0 S | 2 B
58069번째 시행 : 0 S | 2 B
58070번째 시행 : 0 S | 2 B
58071번째 시행 : 1 S | 0 B
58072번째 시행 : 1 S | 1 B
58073번째 시행 : 0 S | 2 B
58074번째 시행 : 1 S | 0 B
58075번째 시행 : 0 S | 0 B
58076번째 시행 : 0 S | 0 B
58077번째 시행 : 0 S | 0 B
58078번째 시행 : 0 S | 1 B
58079번째 시행 : 0 S | 0 B
58080번째 시행 : 0 S | 2 B
58081번째 시행 : 1 S | 0 B
58082번째 시행 : 0 S | 1 B
58083번째 시행 : 0 S | 1 B
58084번째 시행 : 0 S | 1 B
58085번째 시행 : 0 S | 0 B
58086번째 시행 : 0 S | 1 B
58087번째 시행 : 1 S | 0 B
58088번째 시행 : 0 S | 0 B
58089번째 시행 : 0 S | 1 B
58090번째 시행 : 0 S | 0 B
58091번째 시행 : 0 S | 1 B
58092번째 시행 : 0 S | 1 B
58093번째 시행 : 2 S | 0 B
58094번째 시행 : 0 S | 0 B
58095번째 시행 : 0 S | 1 B
58096번째 시행 : 0 S | 1 B
58097번째 시행 : 0 S | 1 B
58098번째 시행 : 1 S | 0 B
58099번째 시행 : 1 S | 0 B
58100번째 시행 : 1 S | 0 B
58101번째 시행 : 2 S | 0 B
58102번째 시행 : 0 S | 0 B
58103번째 시행 : 0 S | 1 B
58104번째 시행 : 0 S | 0 B
58105번째 시행 : 0 S | 2 B
58106번째 시행 : 0 S | 1 B
58107번째 시행 : 0 S | 1 B
58108번째 시행 : 0 S | 0 B
58109번째 시행 : 1 S | 0 B
58110번째 시행 : 0 S | 1 B
58111번째 시행 : 0 S | 0 B
58112번째 시행 : 1 S | 0 B
58113번째 시행 : 1 S | 0 B
58114번째 시행 : 0 S | 1 B
58115번째 시행 : 1 S | 1 B
58116번째 시행 : 0 S | 2 B
58117번째 시행 : 1 S | 0 B
58118번째 시행 : 0 S | 2 B
58119번째 시행 : 0 S | 2 B
58120번째 시행 : 1 S | 0 B
58121번째 시행 : 0 S | 0 B
58122번째 시행 : 0 S | 1 B
58123번째 시행 : 0 S | 0 B
58124번째 시행 : 2 S | 0 B
58125번째 시행 : 2 S | 0 B
58126번째 시행 : 1 S | 0 B
58127번째 시행 : 0 S | 1 B
58128번째 시행 : 0 S | 0 B
58129번째 시행 : 1 S | 1 B
58130번째 시행 : 0 S | 1 B
58131번째 시행 : 1 S | 0 B
58132번째 시행 : 0 S | 1 B
58133번째 시행 : 0 S | 1 B
58134번째 시행 : 0 S | 1 B
58135번째 시행 : 0 S | 1 B
58136번째 시행 : 1 S | 1 B
58137번째 시행 : 0 S | 3 B
